athlete_id,age,height_cm,weight_kg,knee_valgus_angle,knee_flexion_ic,peak_grf_bw,hip_internal_rotation,trunk_lateral_flexion,injury_risk
1,29,171.9943060941475,60.65695543825946,1.4842063408204154,27.24839769864064,1.6302379066339159,3.841661671741575,3.084646014023134,0
2,27,170.5302244719396,77.72877907548667,9.326294744514644,12.400939092606931,2.916625470672789,12.035153770528288,11.867807466992286,1
3,24,177.19308913132053,72.7247566377298,1.2381990649224943,22.787111526647116,2.13719728432603,5.323951762175686,1.7804997442234516,0
4,28,175.35295390745216,69.07333946081889,6.9001399092240066,22.1388312328168,2.629466442364024,12.82057748944931,4.646494375067125,0
5,28,167.7716520482175,85.54178253034411,5.206099382336258,30.32184931773287,1.9585752996015555,5.580219101569151,0.9048604117273777,0
6,24,153.24451223012431,74.85929624578412,1.3561212513376737,25.247240341457562,2.17734083537718,5.1790756417392085,4.40788771503199,0
7,18,165.07131294621303,59.936108349752985,4.226977307375341,29.581791607680724,1.9679085590424559,5.318548758320649,4.385979283545859,0
8,23,169.50761346687426,61.829094050371666,15.607130277299529,9.815533343000421,2.5397360690526463,7.471403437135973,8.102792744309836,1
9,21,172.5292056319228,78.18391959104974,5.797936276047951,28.905313713855413,1.4758334999104235,4.826490162867219,0.8700522131164412,0
10,27,163.70332540689463,82.50079423185517,8.35112611505786,34.51639018658032,2.0283863134008073,8.383364081334937,2.798225648292375,0
11,27,170.0919353350358,76.62016278707164,0.312068825885639,30.930829001963918,1.5123367899313818,5.3419120043833175,5.645364853148288,0
12,27,163.69012611514412,92.76266497446497,14.726906905070889,12.770307787566715,2.640048704532651,10.184434335387486,7.728296783002212,1
13,28,173.74180648451667,89.62008598877702,14.950525930183808,13.348008711426264,2.754143665797443,15.560230929901838,9.189696439539304,1
14,29,164.26908671637383,75.29243001820916,6.678350191126164,26.796674127348936,2.0418493388442376,3.64939432500247,2.0877285940829218,0
15,19,166.51095343629535,59.937032086221976,5.5329915705942225,28.03940092347364,1.9145489186773397,5.221590303232641,2.818363303817142,0
16,27,161.91315869010862,54.28014985921879,3.1200766706529524,26.371944739257483,1.9681417729880741,8.580759606428785,6.490082016446513,0
17,24,173.46499304430216,65.35141905982343,4.2023651608334545,27.178323970573043,2.929489830221377,0.97853407590069,3.896981612492144,0
18,26,166.33552230047601,79.03856135699388,3.0099353579912775,29.060466765370876,1.9225474585905697,4.040521166333731,4.750719392288946,0
19,22,184.0678426667543,91.91976495174325,7.690017846496495,23.033206502090245,2.1530373083750223,5.432930058305237,3.769623342447042,0
20,25,179.058502666929,75.0093644129296,5.053279121679855,22.920605865050106,1.8051905541158357,-0.5011173028883036,1.6338289695004695,0
21,22,174.30148131816358,84.02467353077483,9.75297671438252,21.057287230843944,2.088569772512181,2.4992051511007807,5.867620852149994,0
22,24,167.02514502656211,67.05631016574637,4.848347965463448,19.99864447748145,1.9285298974833147,2.960334380791441,5.006464769064992,0
23,24,178.80520305316304,77.4732295027306,3.2289830827238433,21.913586538897604,1.876844455181081,2.612088878448505,8.611273674734377,0
24,26,181.90700889348636,79.88028195372607,1.2157140184679323,28.797312534020644,2.5456695596600976,5.575668635064942,1.9688372406989099,0
25,20,176.4268841220163,46.24486868976966,0.49215080936013766,23.53606242254058,2.3531554889553017,4.518321171494608,5.645145842400961,0
26,18,191.03701855466932,65.03873437148188,12.917897567859763,7.895014666134193,2.1616424125703544,11.49386968101176,2.95781017728671,1
27,19,179.59637318074817,81.39640461133443,5.667816627528708,28.17356874376281,1.3087364192168098,6.283887879657905,4.314693135346156,0
28,29,184.13607217568034,73.29362002763878,6.271812558074835,18.15747893280973,1.891697233024229,10.16922415293875,5.953013178126329,0
29,23,176.33565415535978,55.6418194221888,1.0470232449196666,31.274877921108448,2.810908269321525,9.917769550225255,-0.14427023219297386,0
30,27,181.75664453256977,40.83853149127172,7.237595785190289,32.05399322795855,1.9308015000080876,-0.7683153161870084,3.5901350515167842,0
31,27,167.03218767330824,65.61063105637592,3.7923473707914015,23.030686625825734,2.3309652716160976,6.731216551505419,2.8735805319147594,0
32,29,170.41601636787206,69.14097168527346,5.366982529963874,30.10095771447496,2.4325827205857804,4.465930129808485,2.5960854034097562,0
33,26,178.4936355348238,59.39292460205986,9.030551570638561,23.717508812954005,2.0656891747567925,5.465466028596069,4.770425304518708,0
34,20,178.4209948155738,71.71701924433593,14.687941717790512,13.715028935528354,2.4784206341090074,3.5724435414956766,11.056858122655449,1
35,27,180.07611822943247,76.07664096679474,17.61145588814022,22.330228173916808,2.922938246683188,6.304167551209573,9.938596954472732,1
36,19,186.00392892278728,78.04824604871479,8.800538694370598,18.256607048473064,2.700899032704116,12.714116678881911,9.197212980141861,1
37,28,160.75028828184588,41.72897290081213,-0.37953850332326233,26.085914051935156,1.7555731991529355,3.2631447279532306,4.228617506118495,0
38,18,165.25547452389705,54.22857882630256,3.20211670189395,27.381355268625818,2.0528451355663075,2.3108973565244577,4.003607012712829,0
39,19,177.29572641074253,66.34452821974317,4.472174402930764,26.01160153192698,1.6250538981231908,3.6539129521415474,1.8213147245757875,0
40,20,167.75636368196538,76.86607757244957,2.53205118212204,22.0798472088872,1.9204287378589393,5.702777793370297,6.216889203445786,0
41,24,208.77768241289363,75.87080816260043,4.671857582269238,26.000504689344314,2.010115716470316,6.796989025052792,4.590390736317672,0
42,19,180.15719619170136,75.6624393745201,5.19212970739692,29.34647376290367,2.0805780743132893,7.560046932020439,4.789762980005156,0
43,22,174.21669151069844,65.39898469637282,4.437860045479804,27.775534849387316,1.6655533437942758,3.5174299307992616,2.3869807419488356,0
44,19,169.8453072691614,66.06839875228047,12.730065038461193,9.3792406127857,2.7943604136373312,14.228550473613927,7.053004438580527,1
45,24,170.19837716806956,61.26004877893911,5.421636679916819,24.649423997728835,1.8209315645804085,7.887507775859895,3.647731604578443,0
46,27,175.30140661315178,79.21832953727018,6.104851623923523,33.8585895735808,1.4976591618640265,8.496784685432385,0.931750613102297,0
47,25,176.11981932621256,58.954134547125065,2.2740023063928847,22.119133317226098,1.9672929740109608,4.823501437605433,0.6239313496046437,0
48,25,170.43300855306487,80.20043674227483,8.527330949365675,30.437801485433592,2.010312592707938,4.337204825181162,2.7985041387228646,0
49,25,172.26847753480098,72.49423885765175,4.753529669289346,33.909455464799805,2.0481768299515277,5.573372701509177,5.04504153288478,0
50,27,188.44284575234596,69.45946625853816,5.047124057362119,30.40454046374448,2.4086397211055237,1.550877581307783,2.6937252201401183,0
51,26,188.84504962651033,62.1194752026824,9.29442321138003,8.184513652693123,3.147509000236308,13.76926747265794,7.8515475570397495,1
52,18,177.52033979934876,53.73349766603049,10.784718187305305,11.302136047481783,2.325465429156058,8.997081571977604,7.181748503341024,1
53,29,161.58740272763262,62.228166923463455,10.485507316367762,21.25155507403279,3.035142355255094,7.392009809683428,7.5399710313552095,1
54,18,180.38503156639044,66.03991757650137,11.312708522135551,13.904027672682783,3.0478955138811474,12.436331881399328,11.830793328818837,1
55,27,190.54282441611025,41.57170826102498,3.4689065633989054,23.14937869810178,2.055292719223431,5.6531546032615,8.331042904413113,0
56,19,188.6978110196238,67.63173813598402,14.819751563877823,13.800647214900478,2.837191698611764,7.293420224399788,8.942633460438877,1
57,28,182.34425852809667,81.09228841631207,2.1406844816983455,34.18826878755999,1.428597591960361,7.110476444675074,6.0495482245634555,0
58,23,189.22422955285822,76.80661486520647,5.271399264441308,29.89883818020448,2.4333236585165263,4.7665356915905805,6.337160728546763,0
59,18,175.53384272479022,64.04552949110192,4.916925023388848,23.159771207448774,1.6316960106631828,4.172145644911586,2.002358261331901,0
60,22,181.28102969833705,70.56323558098273,4.479707856818651,26.448461473075483,1.8226165971890884,3.91482849171984,1.5552707700255217,0
61,22,168.1922443367482,63.326025166936006,4.678656221402673,24.92838427951853,2.107503353322801,4.811318399300426,1.7862594169318866,0
62,21,177.92265456155712,71.78512880002836,0.29537738625590215,24.451055038832326,1.6410326214149942,3.656367065204125,6.669012266675676,0
63,28,188.29534243970525,88.48129388492838,10.070472924531956,20.9077377044731,3.0742358985193663,19.484297929232454,8.789329138276123,1
64,22,169.1057658851311,81.62198563149852,5.232112252852787,21.141284353682472,1.3628157251898005,3.814149355951458,1.4972876355214262,0
65,29,166.38556570535712,76.24953166831304,5.399640979993501,36.04390427867187,2.216299085871691,9.778892288082144,3.138007599560374,0
66,18,175.97488939023697,64.08538105139539,2.4308121476851046,32.14114845092311,1.8364441265821034,9.395631510444144,3.522788936570745,0
67,28,172.73337796276002,78.99926071533807,8.164269602161752,33.45430835301849,2.878181027741999,2.325369530436486,4.536826547389124,0
68,28,181.4914772107042,49.75747658352336,22.59355048968813,11.650950275801199,2.5882132145971966,13.904961413550664,9.364383192598638,1
69,23,170.4674047405296,66.97175821610931,7.423643001316842,27.250296404604452,1.7235646929713235,3.0480301359914153,2.343638872252984,0
70,24,192.18439615602713,77.0045370378874,12.141510657493638,12.843509187404086,2.9917443813717686,8.025627984274209,11.007255630802572,1
71,25,162.10323902038945,78.88505456857301,11.819008157513325,12.806924820299692,1.750073177450355,7.518328324254443,14.607199511034782,1
72,19,187.53734786219735,78.03861388258889,9.43827723152378,30.468274238215756,1.8589389983644067,4.077285748652603,3.687447326589914,0
73,24,167.35150771691897,73.53796827051633,2.0159079206087998,34.48031530890698,2.183699664200754,6.080678111232286,5.37354814100671,0
74,23,157.04017265415976,67.6513002509934,18.16155785887643,15.882165708055467,2.8595507215670763,5.096915500749707,2.9947794975712156,1
75,26,177.37875156348866,76.45571163791787,7.501455795107446,26.17247031507367,1.5855224844609257,1.998111882550278,2.861297152837725,0
76,25,172.45392013986117,58.565667512964396,3.3234494773083876,27.24350389883739,1.4605355781772678,2.4347135767723853,5.183336099386262,0
77,28,163.9039063209697,59.863872840481,11.0867554941352,12.128324437009592,3.148298657835361,12.60562956249911,9.623581503201242,1
78,21,158.18623108284737,70.74081611752356,4.374883713502618,30.956746208792,1.844579294157483,2.342087798306669,3.2304159527918586,0
79,26,174.91639212728543,72.07837171250497,5.7217340731996424,24.380048341286955,1.9097059062820334,-3.5500903279515477,5.111484356085785,0
80,18,184.75836891623817,48.09261785722424,5.650804596928052,27.02304824411488,1.810568891755045,6.633747202380884,8.10818488287195,0
81,28,180.84953493086445,75.46175657139422,14.71023057297955,12.875142821569606,2.6096818223980396,8.69666890704781,9.887799721038286,1
82,23,175.56706648839267,79.27274053503272,7.0270206828994555,24.053307471401627,2.3684090628824404,5.443462217109581,4.945279525980023,0
83,25,179.78847573217735,69.07257715040446,6.983721801380533,27.964775072597227,1.8995591037666495,0.7511934219781775,5.061603167345459,0
84,28,174.72785867622142,98.49359539940791,0.6286700669045482,26.92195210715989,1.461823666042411,3.071670851300156,1.8536194518659013,0
85,28,160.7027575696963,61.80477872421777,8.260850607195382,26.140710588606673,1.829988467583484,3.623369464925009,4.231193477359816,0
86,21,160.79106014776556,65.66695403935756,0.8437700299108144,24.357691891598286,1.8200535818248815,1.947245668359873,3.9404670233271966,0
87,19,172.9683147101532,65.25919712647348,7.581365510854143,29.597623353914777,1.8028595113165826,7.58054791518547,4.643169080745512,0
88,28,173.39346713633927,69.08574866450779,7.816762842068958,36.26808634246142,1.7906843288305265,7.430780133126001,4.233016104951742,0
89,19,183.50982678506765,66.0553022444045,16.304904954354907,17.139269345383642,2.858774119354675,9.893779467453193,9.133656496713455,1
90,27,182.57304223774747,53.118273464741534,3.972964280113538,32.98059107455565,1.884037515230672,7.175243133342524,3.377065610201597,0
91,18,181.0513301575895,63.441420445162294,2.2357383287851604,21.048890374232688,1.809337670355333,9.580437990731795,4.1172178347435855,0
92,22,172.19717286922818,68.82855165071109,4.462697424278161,28.78880719646885,2.062496752587678,10.70767461568868,1.5443428678860158,0
93,23,161.1934782988986,84.74286498474397,9.172382701949154,6.651891925591725,2.3021829999661105,6.600297448554908,3.695529264740305,1
94,21,179.12071137066025,96.42691928047496,6.94915133067335,20.615375362340494,1.726806473845253,2.2940220516704075,6.781667096353287,0
95,21,180.25169313262168,86.02568677420786,13.88405559494171,14.875764268516392,2.55679754282507,6.610984329674603,10.389904530702692,1
96,22,151.11468537522313,60.69545164392872,8.48920952697489,33.959496672067864,1.7059813094478158,3.937380834473635,3.9581579252338464,0
97,22,166.65661813417339,61.65028467248601,3.594579933554245,32.75007914334823,1.5146598158553988,3.222603633858457,7.7922465525086935,0
