left_knee_flexion,right_knee_flexion,left_knee_valgus,right_knee_valgus,left_hip_flexion,right_hip_flexion,knee_asymmetry,hip_asymmetry,joint_velocity,injury_risk
47.77367982083936,31.79542633551133,5.352021970395413,-1.7125508266823148,51.89383809070899,25.79905950225862,23.04282628240576,26.09477858845037,2.7564455433285433,0
15.8655982298007,25.832062839281804,11.093890110468648,18.805961863507545,46.83972030069338,25.067238760768433,17.67853636252,21.772481539924947,6.044295822574397,1
18.867605540492367,21.61855876488327,10.278289204797137,7.469585447989658,18.636637768440092,28.223950469420615,5.559656981198383,9.587312700980522,6.620128489802257,1
44.741755111604235,46.11432168122601,4.017070635254262,1.881318625450347,26.7443469360314,43.739486770491155,3.5083185794256897,16.995139834459756,2.423776012703282,0
50.124343480598185,54.51025741257446,3.845257234385132,5.4328604073148,26.943980193967047,41.53505730980411,5.973517104905945,14.591077115837063,3.4653360930232053,0
45.98462561324945,43.87622687418608,-1.0276495125621556,6.311465424241785,60.03567113705798,51.895601756314626,9.44751367586731,8.140069380743356,3.641115459026706,0
44.094975579874074,37.056196619773345,3.2366604377964046,-2.615799904994777,12.64577437435507,48.61708259017407,12.89123930289191,35.971308215819,4.142979573701271,0
18.644381994787157,26.650690729534517,10.656885529038313,17.526966881102318,18.399796180567115,32.579746966156634,14.876390086811366,14.179950785589519,5.140807632044939,1
46.86229394352131,31.73852823261013,3.342374287491326,-1.7515468552565503,38.51520072131933,32.51920547515938,20.217686853659053,5.99599524615995,3.1042912479694613,0
16.263941604260882,21.842435240380887,8.786262903314972,15.852004970310054,49.24845495123521,47.062959148871556,12.644235703115086,2.185495802363654,4.572778451951162,1
27.480626360171573,51.77955198334408,0.6300961175478501,3.985657578037346,22.15352675095696,47.67225287206652,27.654487083662,25.518726121109562,2.786069755289162,0
24.42022698180525,26.481885040628256,17.562574383799827,13.137188597145425,54.231061306135544,28.4851636383883,6.487043845477409,25.745897667747244,5.2645580079051015,1
23.684219485462165,22.188949373571976,13.880054644986647,11.59324196782395,26.009720684500795,42.34226674004763,3.782082789052886,16.332546055546832,7.138069985814669,1
45.41328781480864,30.231379832316243,2.991714830111691,4.57203161526925,66.98608311063904,50.37067303165737,16.762224767649958,16.615410078981675,3.7147327653514672,0
46.83259750564562,41.13277139589689,3.369537300498048,2.3019531358359293,40.673514686167515,44.162464871757734,6.767410274410853,3.4889501855902196,3.1691671560413974,0
53.594544101724495,34.20000089071959,2.5041679485139823,6.930758854997037,48.56580464882119,48.813888642726916,23.821134117487958,0.24808399390572333,3.6216314130946445,0
46.79471725422466,53.41226603030212,4.139752751959046,0.40877355871536647,50.05660784832809,39.19707537844758,10.348527969321143,10.859532469880513,0.7473516044181645,0
52.23214043809052,39.33022293149919,1.6478912669023902,1.5416579329633655,53.66361579290858,74.85918713744925,13.00815084053035,21.195571344540674,2.9623186336851632,0
42.620142393009196,35.3140183137476,4.987480525735915,-0.5989110473397972,50.55521566244214,40.00389777775047,12.892515652337305,10.55131788469167,2.315294794897894,0
55.49586990859157,44.238369320971394,2.493826317971778,7.602090393078668,43.59334176901052,46.435289358019894,16.365764662727067,2.841947589009372,4.201090003856187,0
47.56628580746147,38.878764345323106,2.160306008337542,4.664692742944007,55.145727960410646,41.14316816329179,11.191908196744828,14.002559797118856,3.491373532387063,0
46.552415548846994,55.86995128162965,3.0434260369696853,5.31880357969699,56.992206957424315,40.891276896926456,11.592913275509964,16.10093006049786,3.1873883286484483,0
34.83951129030375,38.121512819726476,1.817706340148779,4.602002467836951,38.52297999335569,52.3696234995692,6.066297657110901,13.84664350621351,2.6544536245271804,0
47.29564683441367,32.80617392620295,3.657364698992966,5.14753552228917,56.39551728460336,50.46648685175482,15.979643731506918,5.929030432848535,3.317766648105317,0
38.34436066004439,26.776691873939875,1.9252748213732005,4.156155427791979,67.87580453602544,45.10809414437185,13.798549392523292,22.767710391653594,2.2574514964975165,0
25.823696772285857,23.160276711544956,15.012759798930196,17.486089902265967,32.9952041941616,35.862115546625034,5.1367501640766715,2.8669113524634326,7.794640504730721,1
38.47699497347103,39.50455908913659,5.432013077822953,4.2152068724459015,63.98562862470781,41.20279673510095,2.244370321042614,22.78283188960686,2.537309290410064,0
36.4701205448062,32.56876314790618,1.5613566263836527,2.782816388861443,52.578812733611684,58.025884565892405,5.122817159377808,5.44707183228072,4.813191723985353,0
61.99817122413569,53.51381169004628,2.738849085409657,3.9067504695706616,35.957743308876815,82.8278911388607,9.65226091825041,46.87014782998389,4.175958204952672,0
55.65071249590723,49.33796117943393,3.9226614260708432,4.547189146523356,37.85533310444532,38.877380841501726,6.937279036925808,1.022047737056404,3.8504379871862646,0
60.36294001715409,43.774256968502165,2.1282852900371863,4.221098239104261,54.798319517816175,57.90944835601907,18.681495997718997,3.1111288382028945,1.8077511822766736,0
35.21683984355549,54.914609953366934,3.9286411216533303,1.044455784493366,64.14145587728466,52.67423435531065,22.581955446971406,11.467221521974004,3.691325689827243,0
45.57002999928714,49.300288267188904,4.11079772130348,1.3100266627831814,91.78867870991084,62.02944637198885,6.5310293264220665,29.759232337921993,3.15013334011355,0
23.46552803631572,17.656211617193275,5.702633129072148,17.604884367458858,49.961523197549255,47.11141160012673,17.711567657509157,2.8501115974225257,5.203884953367894,1
20.882207776386124,18.133958397868096,13.630758947348708,11.963384772645425,21.878428694659327,35.57755083426876,4.415623553221312,13.699122139609436,7.444133926007725,1
18.164860804583387,5.5651587631751624,14.323998159846768,17.138383855049646,32.1092616196393,31.004716723522467,15.414087736611103,1.1045448961168312,6.526421448401304,1
54.916672051532494,47.17093565173881,2.3848452208725126,1.8157601805552073,84.17775973933998,45.483247005273306,8.31482144011099,38.69451273406667,3.187027437069247,0
41.83016257518592,45.35798214376529,1.0644953209058001,1.05370824670694,46.78416602034832,40.52559470337047,3.5386066427782277,6.25857131697785,1.5554933667019641,0
53.54703466955213,37.22801757704874,4.128996408094994,2.3128067749365737,50.71271952141933,50.54731508572323,18.135206725661813,0.16540443569610375,2.386077382265762,0
49.83296711670815,48.86358053604603,0.6764973996471775,3.5548698584571734,35.59374619386156,32.731167528734794,3.8477590394721135,2.862578665126769,3.2986684309626177,0
63.42911001683831,37.956008934928406,7.6660328365053765,2.669719401431175,73.47655108361366,43.092160148237966,30.469414516984102,30.38439093537569,3.911510686725266,0
33.164446214882204,43.184106763250576,5.591855723147502,6.587867046211428,57.50499810980938,68.60280436708854,11.015671871432296,11.09780625727916,2.559605506950305,0
55.07386591829439,55.57555317109584,3.0251515392006283,4.359046603074923,38.38097978172033,53.47768331619537,1.8355823166757474,15.09670353447504,2.967354496108853,0
14.951346476450311,11.543368156713754,10.194218438700265,12.552665023290047,14.110103975222245,46.30624396998394,5.766424904326339,32.196139994761694,5.938996668479052,1
37.21296929578372,31.416085943417112,-0.2736037286215831,4.808816308142834,54.60805918846808,74.04465829987636,10.879303389131028,19.436599111408277,4.167448650683008,0
53.05706669178528,35.579622465039115,8.046746662799116,-0.8251016358396219,50.663092623206786,49.344558161277746,26.349292525384904,1.3185344619290404,3.890993385786497,0
47.68915970420983,51.95439061350098,1.819570775599021,6.112083212917109,62.48165325831691,55.10988751290462,8.557743346609243,7.37176574541229,3.521682094853759,0
43.18018992037274,46.03784909904168,2.759005172201281,0.9808967550600904,58.204527096907995,47.47231158770867,4.63576759581013,10.732215509199328,3.3254449501047123,0
38.408516104224006,42.96898097048997,-0.7118665743768733,4.461067334422678,46.03279476847066,39.8109135928659,9.733398775065519,6.221881175604757,4.242039252117438,0
39.24712438840651,39.927249557507444,3.9725746094817893,2.45063188467231,41.8429760680795,37.70547611001393,2.202067893910412,4.137499958065568,2.355991206948226,0
16.770179104377323,20.716748994672166,12.760892887379574,24.083966183311865,17.438447254926132,30.281749553232814,15.269643186227134,12.843302298306682,6.152417078652032,1
16.00403996674873,27.821897210729688,10.481502013292666,21.738390427563118,29.554551357552114,27.409767495056848,23.07474565825141,2.1447838624952666,6.8186449454127835,1
17.58628238908984,24.51255976076498,15.428633553693153,19.543817390621793,3.733152440013882,36.35358127048148,11.041461208603781,32.620428830467596,4.9052467914271265,1
15.233356958706437,23.323501226424163,18.098554385931024,18.978435100611932,28.37043689194159,37.503036740090906,8.970024982398634,9.132599848149315,6.452115591642974,1
38.76117643022689,36.81872491779957,1.3912769964747658,4.489196139298435,36.53103659929914,41.03180515695448,5.040370655250987,4.500768557655341,2.574912094738507,0
28.123392292347802,19.728521540721076,13.737054599688285,20.793774172549348,32.41914984321499,35.48198828464449,15.451590324487789,3.0628384414294985,7.612099117046174,1
34.20339030758774,40.996740428128305,0.4370180542623512,4.058303824650025,44.443584282954944,47.42386691346617,10.41463589092824,2.980282630511226,3.329333862572723,0
41.67828985675783,43.609361312530375,1.502376657952846,1.9502102012382663,37.37173474571985,70.25289563693502,2.3789049990579665,32.881160891215174,3.629729214414538,0
45.27221928857786,45.88364636088892,4.326546762528956,2.5648827215998944,44.72588857577198,44.7049918413547,2.373091113240121,0.02089673441728479,2.0727627659765147,0
45.89098081472042,14.493077668572447,8.204959749748626,3.9910364072464173,53.6338723493043,36.21361059635991,35.61182648865018,17.420261752944384,3.5253156196297426,0
43.56725371987075,37.53879553802588,3.95517763910601,6.468913957529383,51.24557299719955,40.063673844078856,8.542194500268241,11.181899153120696,1.8643667633832959,0
